,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
1688,2021,595,658,867,1078,1176,Penobscot County,365,ME
1689,2021,595,658,867,1078,1176,Penobscot County,425,ME
1690,2021,595,658,867,1078,1176,Penobscot County,1460,ME
1691,2021,595,658,867,1078,1176,Penobscot County,0,ME
1692,2021,708,826,1057,1315,1729,Penobscot County,1960,ME
1693,2021,595,658,867,1078,1176,Penobscot County,70,ME
1694,2021,595,658,867,1078,1176,Penobscot County,0,ME
1695,2021,595,658,867,1078,1176,Penobscot County,560,ME
1696,2021,595,658,867,1078,1176,Penobscot County,270,ME
1697,2021,484,618,734,1011,1271,Piscataquis County,615,ME
1698,2021,484,618,734,1011,1271,Piscataquis County,320,ME
1699,2021,484,618,734,1011,1271,Piscataquis County,145,ME
1700,2021,484,618,734,1011,1271,Piscataquis County,35,ME
1701,2021,484,618,734,1011,1271,Piscataquis County,135,ME
1702,2021,484,618,734,1011,1271,Piscataquis County,1180,ME
1703,2021,484,618,734,1011,1271,Piscataquis County,4075,ME
1704,2021,484,618,734,1011,1271,Piscataquis County,1695,ME
1705,2021,484,618,734,1011,1271,Piscataquis County,1465,ME
1706,2021,484,618,734,1011,1271,Piscataquis County,4,ME
1707,2021,484,618,734,1011,1271,Piscataquis County,110,ME
1708,2021,484,618,734,1011,1271,Piscataquis County,240,ME
1709,2021,484,618,734,1011,1271,Piscataquis County,2525,ME
1710,2021,484,618,734,1011,1271,Piscataquis County,585,ME
1711,2021,484,618,734,1011,1271,Piscataquis County,385,ME
1712,2021,484,618,734,1011,1271,Piscataquis County,70,ME
1713,2021,484,618,734,1011,1271,Piscataquis County,780,ME
1714,2021,484,618,734,1011,1271,Piscataquis County,1345,ME
1715,2021,484,618,734,1011,1271,Piscataquis County,570,ME
1716,2021,484,618,734,1011,1271,Piscataquis County,200,ME
1717,2021,484,618,734,1011,1271,Piscataquis County,195,ME
1718,2021,484,618,734,1011,1271,Piscataquis County,190,ME
1719,2021,484,618,734,1011,1271,Piscataquis County,90,ME
1720,2021,717,892,1086,1432,1615,Sagadahoc County,415,ME
1721,2021,717,892,1086,1432,1615,Sagadahoc County,8315,ME
1722,2021,717,892,1086,1432,1615,Sagadahoc County,3115,ME
1723,2021,717,892,1086,1432,1615,Sagadahoc County,2920,ME
1724,2021,717,892,1086,1432,1615,Sagadahoc County,920,ME
1725,2021,717,892,1086,1432,1615,Sagadahoc County,0,ME
1726,2021,717,892,1086,1432,1615,Sagadahoc County,2200,ME
1727,2021,717,892,1086,1432,1615,Sagadahoc County,3395,ME
1728,2021,717,892,1086,1432,1615,Sagadahoc County,8735,ME
1729,2021,717,892,1086,1432,1615,Sagadahoc County,2065,ME
1730,2021,717,892,1086,1432,1615,Sagadahoc County,3070,ME
1731,2021,527,606,798,1035,1129,Somerset County,2640,ME
1732,2021,527,606,798,1035,1129,Somerset County,970,ME
1733,2021,527,606,798,1035,1129,Somerset County,850,ME
1734,2021,527,606,798,1035,1129,Somerset County,55,ME
1735,2021,527,606,798,1035,1129,Somerset County,445,ME
1736,2021,527,606,798,1035,1129,Somerset County,2355,ME
1737,2021,527,606,798,1035,1129,Somerset County,105,ME
1738,2021,527,606,798,1035,1129,Somerset County,290,ME
1739,2021,527,606,798,1035,1129,Somerset County,1375,ME
1740,2021,527,606,798,1035,1129,Somerset County,25,ME
1741,2021,527,606,798,1035,1129,Somerset County,920,ME
1742,2021,527,606,798,1035,1129,Somerset County,920,ME
1743,2021,527,606,798,1035,1129,Somerset County,6610,ME
1744,2021,527,606,798,1035,1129,Somerset County,995,ME
1745,2021,527,606,798,1035,1129,Somerset County,1675,ME
1746,2021,527,606,798,1035,1129,Somerset County,35,ME
1747,2021,527,606,798,1035,1129,Somerset County,685,ME
1748,2021,527,606,798,1035,1129,Somerset County,4725,ME
1749,2021,527,606,798,1035,1129,Somerset County,670,ME
1750,2021,527,606,798,1035,1129,Somerset County,195,ME
1751,2021,527,606,798,1035,1129,Somerset County,570,ME
1752,2021,527,606,798,1035,1129,Somerset County,665,ME
1753,2021,527,606,798,1035,1129,Somerset County,3265,ME
1754,2021,527,606,798,1035,1129,Somerset County,280,ME
1755,2021,527,606,798,1035,1129,Somerset County,10,ME
1756,2021,527,606,798,1035,1129,Somerset County,2055,ME
1757,2021,527,606,798,1035,1129,Somerset County,4070,ME
1758,2021,527,606,798,1035,1129,Somerset County,95,ME
1759,2021,527,606,798,1035,1129,Somerset County,435,ME
1760,2021,527,606,798,1035,1129,Somerset County,2170,ME
1761,2021,527,606,798,1035,1129,Somerset County,60,ME
1762,2021,527,606,798,1035,1129,Somerset County,8345,ME
1763,2021,527,606,798,1035,1129,Somerset County,865,ME
1764,2021,527,606,798,1035,1129,Somerset County,915,ME
1765,2021,527,606,798,1035,1129,Somerset County,600,ME
1766,2021,527,606,798,1035,1129,Somerset County,20,ME
1767,2021,527,606,798,1035,1129,Somerset County,20,ME
1768,2021,836,841,1001,1251,1712,Waldo County,6680,ME
1769,2021,836,841,1001,1251,1712,Waldo County,930,ME
1770,2021,836,841,1001,1251,1712,Waldo County,970,ME
1771,2021,836,841,1001,1251,1712,Waldo County,1205,ME
1772,2021,836,841,1001,1251,1712,Waldo County,985,ME
1773,2021,836,841,1001,1251,1712,Waldo County,715,ME
1774,2021,836,841,1001,1251,1712,Waldo County,760,ME
1775,2021,836,841,1001,1251,1712,Waldo County,690,ME
1776,2021,836,841,1001,1251,1712,Waldo County,825,ME
1777,2021,836,841,1001,1251,1712,Waldo County,880,ME
1778,2021,836,841,1001,1251,1712,Waldo County,1965,ME
1779,2021,836,841,1001,1251,1712,Waldo County,965,ME
1780,2021,836,841,1001,1251,1712,Waldo County,825,ME
1781,2021,836,841,1001,1251,1712,Waldo County,1005,ME
1782,2021,836,841,1001,1251,1712,Waldo County,1865,ME
1783,2021,836,841,1001,1251,1712,Waldo County,1485,ME
1784,2021,836,841,1001,1251,1712,Waldo County,750,ME
1785,2021,836,841,1001,1251,1712,Waldo County,1495,ME
1786,2021,836,841,1001,1251,1712,Waldo County,2645,ME
1787,2021,836,841,1001,1251,1712,Waldo County,1460,ME
1788,2021,836,841,1001,1251,1712,Waldo County,1275,ME
1789,2021,836,841,1001,1251,1712,Waldo County,805,ME
1790,2021,836,841,1001,1251,1712,Waldo County,985,ME
1791,2021,836,841,1001,1251,1712,Waldo County,2355,ME
1792,2021,836,841,1001,1251,1712,Waldo County,885,ME
1793,2021,836,841,1001,1251,1712,Waldo County,3870,ME
1794,2021,599,603,795,989,1085,Washington County,1080,ME
1795,2021,599,603,795,989,1085,Washington County,505,ME
1796,2021,599,603,795,989,1085,Washington County,1390,ME
1797,2021,599,603,795,989,1085,Washington County,255,ME
1798,2021,599,603,795,989,1085,Washington County,405,ME
1799,2021,599,603,795,989,1085,Washington County,40,ME
1800,2021,599,603,795,989,1085,Washington County,3020,ME
1801,2021,599,603,795,989,1085,Washington County,360,ME
1802,2021,599,603,795,989,1085,Washington County,1060,ME
1803,2021,599,603,795,989,1085,Washington County,15,ME
1804,2021,599,603,795,989,1085,Washington County,410,ME
1805,2021,599,603,795,989,1085,Washington County,515,ME
1806,2021,599,603,795,989,1085,Washington County,130,ME
1807,2021,599,603,795,989,1085,Washington County,50,ME
1808,2021,599,603,795,989,1085,Washington County,535,ME
1809,2021,599,603,795,989,1085,Washington County,650,ME
